kps 0.3
kis 0.7

kpp 30
kip 120
kdp 0.5

pitch set point, pitch, speed set point, speed, filtered speed
1.75, 1.70, 3.00, 1.50, 1.35
1.76, 1.71, 3.00, 2.00, 1.34
1.77, 1.65, 3.00, 1.50, 1.34
1.77, 1.66, 3.00, 1.50, 1.34
1.77, 1.67, 3.00, 2.00, 1.35
1.78, 1.70, 3.00, 1.50, 1.35
1.78, 1.70, 3.00, 1.00, 1.36
1.78, 1.77, 3.00, 2.50, 1.37
1.78, 1.77, 3.00, 1.50, 1.38
1.78, 1.79, 3.00, 2.00, 1.40
1.78, 1.80, 3.00, 2.50, 1.42
1.78, 1.80, 3.00, 1.50, 1.44
1.77, 1.79, 3.00, 1.50, 1.46
1.77, 1.79, 3.00, 1.50, 1.48
1.77, 1.83, 3.00, 2.50, 1.50
1.77, 1.86, 3.00, 2.00, 1.52
1.77, 1.89, 3.00, 1.00, 1.55
1.76, 1.90, 3.00, 2.00, 1.57
1.76, 1.91, 3.00, 2.00, 1.59
1.76, 1.92, 3.00, 1.50, 1.61
1.76, 1.92, 3.00, 1.50, 1.62
1.76, 1.95, 3.00, 2.50, 1.64
1.76, 1.95, 3.00, 1.50, 1.66
1.76, 1.96, 3.00, 2.00, 1.67
1.75, 1.97, 3.00, 1.50, 1.69
1.75, 1.97, 3.00, 2.00, 1.70
1.75, 1.97, 3.00, 1.50, 1.71
1.75, 1.98, 3.00, 2.50, 1.73
1.75, 1.98, 3.00, 1.00, 1.74
1.75, 1.99, 3.00, 2.50, 1.75
1.75, 1.99, 3.00, 1.50, 1.76
1.75, 2.01, 3.00, 2.50, 1.77
1.75, 2.00, 3.00, 2.00, 1.78
1.75, 2.00, 3.00, 1.00, 1.80
1.75, 2.02, 3.00, 2.50, 1.81
1.75, 2.02, 3.00, 2.50, 1.82
1.75, 2.02, 3.00, 1.50, 1.83
1.75, 2.01, 3.00, 2.00, 1.84
1.75, 1.99, 3.00, 2.50, 1.85
1.75, 1.99, 3.00, 2.00, 1.87
1.75, 1.99, 3.00, 2.00, 1.88
1.75, 1.94, 3.00, 2.50, 1.90
1.75, 1.93, 3.00, 2.00, 1.91
1.74, 1.91, 3.00, 2.00, 1.93
1.74, 1.90, 3.00, 2.50, 1.95
1.74, 1.88, 3.00, 2.50, 1.96
1.74, 1.86, 3.00, 2.50, 1.98
1.73, 1.86, 3.00, 1.50, 2.00
1.73, 1.83, 3.00, 2.50, 2.02
1.73, 1.83, 3.00, 2.50, 2.04
1.73, 1.81, 3.00, 2.50, 2.06
1.72, 1.79, 3.00, 2.50, 2.08
1.72, 1.76, 3.00, 2.50, 2.10
1.71, 1.76, 3.00, 2.00, 2.12
1.71, 1.73, 3.00, 2.50, 2.14
1.71, 1.73, 3.00, 2.50, 2.16
1.70, 1.70, 3.00, 3.00, 2.19
1.70, 1.67, 3.00, 2.50, 2.21
1.69, 1.66, 3.00, 2.50, 2.23
1.69, 1.66, 3.00, 2.00, 2.26
1.68, 1.66, 3.00, 2.00, 2.27
1.68, 1.61, 3.00, 3.50, 2.29
1.68, 1.59, 3.00, 2.50, 2.31
1.67, 1.55, 3.00, 2.50, 2.33
1.67, 1.52, 3.00, 2.00, 2.35
1.67, 1.49, 3.00, 2.50, 2.37
1.66, 1.46, 3.00, 2.50, 2.38
1.66, 1.46, 3.00, 2.00, 2.39
1.66, 1.44, 3.00, 3.50, 2.41
1.66, 1.39, 3.00, 2.00, 2.42
1.66, 1.36, 3.00, 2.50, 2.43
1.65, 1.32, 3.00, 2.50, 2.44
1.65, 1.29, 3.00, 3.00, 2.45
1.65, 1.29, 3.00, 1.00, 2.46
1.65, 1.26, 3.00, 3.00, 2.46
1.65, 1.26, 3.00, 2.00, 2.46
1.65, 1.23, 3.00, 2.50, 2.46
1.66, 1.22, 3.00, 2.00, 2.46
1.66, 1.18, 3.00, 2.00, 2.45
1.66, 1.18, 3.00, 1.50, 2.44
1.67, 1.18, 3.00, 0.50, 2.43
1.68, 1.16, 3.00, 2.00, 2.40
1.69, 1.16, 3.00, 1.00, 2.36
1.71, 1.15, 3.00, 0.50, 2.32
1.73, 1.28, 3.00, 1.00, 2.27
1.75, 1.41, 3.00, 0.50, 2.21
1.77, 1.54, 3.00, 1.50, 2.15
1.79, 1.54, 3.00, 1.00, 2.08
1.81, 1.66, 3.00, 2.00, 2.02
1.83, 1.65, 3.00, 1.50, 1.96
1.85, 1.63, 3.00, 2.00, 1.91
1.87, 1.67, 3.00, 1.50, 1.86
1.88, 1.70, 3.00, 2.00, 1.82
1.90, 1.73, 3.00, 1.00, 1.78
1.91, 1.73, 3.00, 1.00, 1.75
1.93, 1.66, 3.00, 2.00, 1.71
1.94, 1.63, 3.00, 0.50, 1.67
1.96, 1.58, 3.00, 0.50, 1.63
1.97, 1.63, 3.00, 1.00, 1.59
1.99, 1.75, 3.00, 0.50, 1.55
2.01, 1.75, 3.00, 0.50, 1.50
2.03, 1.84, 3.00, 1.00, 1.45
2.05, 1.84, 3.00, 0.50, 1.40
2.07, 1.87, 3.00, 2.00, 1.35
2.08, 1.94, 3.00, 1.50, 1.31
2.10, 1.97, 3.00, 1.00, 1.28
2.11, 1.97, 3.00, 2.00, 1.25
2.12, 1.97, 3.00, 1.50, 1.23
2.13, 1.98, 3.00, 2.00, 1.22
2.14, 2.09, 3.00, 2.00, 1.21
2.14, 2.02, 3.00, 1.50, 1.22
2.15, 1.99, 3.00, 1.50, 1.22
2.15, 1.93, 3.00, 1.50, 1.23
2.15, 1.96, 3.00, 0.50, 1.24
2.16, 1.96, 3.00, 1.00, 1.24
2.16, 2.03, 3.00, 1.00, 1.24
2.17, 2.07, 3.00, 1.00, 1.23
2.17, 2.09, 3.00, 1.50, 1.23
2.18, 2.12, 3.00, 1.00, 1.23
2.18, 2.15, 3.00, 2.50, 1.23
2.19, 2.15, 3.00, 1.00, 1.23
2.19, 2.19, 3.00, 2.50, 1.24
2.19, 2.19, 3.00, 1.00, 1.25
2.19, 2.13, 3.00, 2.00, 1.27
2.19, 2.06, 3.00, 1.50, 1.28
2.19, 1.99, 3.00, 1.50, 1.30
2.19, 1.96, 3.00, 1.00, 1.32
2.19, 1.96, 3.00, 1.00, 1.33
2.19, 2.04, 3.00, 1.00, 1.33
2.20, 2.12, 3.00, 1.00, 1.34
2.20, 2.15, 3.00, 1.50, 1.34
2.21, 2.16, 3.00, 2.00, 1.34
2.21, 2.18, 3.00, 1.50, 1.35
2.21, 2.21, 3.00, 1.50, 1.35
2.22, 2.21, 3.00, 1.00, 1.36
2.22, 2.26, 3.00, 2.50, 1.37
2.22, 2.20, 3.00, 1.00, 1.38
2.22, 2.17, 3.00, 1.50, 1.39
2.22, 2.12, 3.00, 1.50, 1.39
2.23, 2.11, 3.00, 1.00, 1.40
2.23, 2.11, 3.00, 1.50, 1.41
2.23, 2.11, 3.00, 0.50, 1.41
2.24, 2.17, 3.00, 1.50, 1.40
2.24, 2.20, 3.00, 2.00, 1.40
2.25, 2.22, 3.00, 1.50, 1.40
2.25, 2.21, 3.00, 1.50, 1.41
2.25, 2.18, 3.00, 2.00, 1.41
2.26, 2.18, 3.00, 0.50, 1.42
2.26, 2.13, 3.00, 2.00, 1.42
2.26, 2.13, 3.00, 1.00, 1.42
2.27, 2.14, 3.00, 1.50, 1.42
2.27, 2.15, 3.00, 1.50, 1.42
2.28, 2.15, 3.00, 1.50, 1.42
2.28, 2.17, 3.00, 1.50, 1.43
2.28, 2.17, 3.00, 1.50, 1.43
2.29, 2.13, 3.00, 1.50, 1.43
2.29, 2.10, 3.00, 2.00, 1.43
2.29, 2.08, 3.00, 1.50, 1.44
2.30, 2.05, 3.00, 1.00, 1.45
2.30, 2.02, 3.00, 2.00, 1.45
2.30, 2.02, 3.00, 1.50, 1.46
2.30, 2.02, 3.00, 1.00, 1.46
2.31, 2.01, 3.00, 2.00, 1.47
2.31, 2.00, 3.00, 1.50, 1.47
2.31, 1.99, 3.00, 2.00, 1.48
2.31, 1.98, 3.00, 1.50, 1.49
2.31, 1.96, 3.00, 2.00, 1.50
2.32, 1.96, 3.00, 1.00, 1.51
2.32, 1.92, 3.00, 2.00, 1.52
2.32, 1.92, 3.00, 0.50, 1.52
2.32, 1.92, 3.00, 2.50, 1.52
2.33, 1.91, 3.00, 1.00, 1.53
2.33, 1.93, 3.00, 1.00, 1.53
2.33, 1.94, 3.00, 1.50, 1.53
2.34, 1.94, 3.00, 0.50, 1.52
2.35, 1.92, 3.00, 1.00, 1.51
2.36, 1.90, 3.00, 1.00, 1.50
2.37, 1.90, 3.00, 0.50, 1.48
2.38, 1.89, 3.00, 1.00, 1.45
2.39, 1.87, 3.00, 0.50, 1.43
2.40, 1.89, 3.00, 0.50, 1.40
2.42, 1.89, 3.00, 0.00, 1.36
2.44, 1.94, 3.00, 0.50, 1.32
2.45, 2.03, 3.00, 1.00, 1.27
2.47, 2.09, 3.00, 0.50, 1.23
2.49, 2.14, 3.00, 1.00, 1.19
2.51, 2.14, 3.00, 1.50, 1.15
2.52, 2.14, 3.00, 1.50, 1.12
2.54, 2.14, 3.00, 0.50, 1.09
2.55, 2.17, 3.00, 2.00, 1.07
2.56, 2.19, 3.00, 0.50, 1.05
2.57, 2.21, 3.00, 1.50, 1.04
2.58, 2.24, 3.00, 0.50, 1.03
2.59, 2.24, 3.00, 1.00, 1.01
2.60, 2.24, 3.00, 0.50, 1.00
2.61, 2.24, 3.00, 1.50, 0.99
2.61, 2.24, 3.00, 0.50, 0.98
2.62, 2.22, 3.00, 1.00, 0.97
2.63, 2.22, 3.00, 0.50, 0.95
2.64, 2.24, 3.00, 0.50, 0.94
2.65, 2.29, 3.00, 0.00, 0.93
2.66, 2.29, 3.00, 0.00, 0.90
2.68, 2.36, 3.00, 0.50, 0.88
2.69, 2.39, 3.00, 0.00, 0.85
2.71, 2.42, 3.00, 0.50, 0.82
2.72, 2.46, 3.00, 0.50, 0.79
2.74, 2.52, 3.00, 0.00, 0.76
2.75, 2.56, 3.00, 1.00, 0.73
2.77, 2.56, 3.00, 0.50, 0.70
2.78, 2.66, 3.00, 1.50, 0.68
2.79, 2.64, 3.00, 1.00, 0.66
2.80, 2.67, 3.00, 0.50, 0.65
2.81, 2.67, 3.00, 0.50, 0.65
2.82, 2.62, 3.00, 1.00, 0.64
2.83, 2.62, 3.00, 0.50, 0.63
2.84, 2.65, 3.00, 0.00, 0.63
2.85, 2.65, 3.00, 0.00, 0.62
2.86, 2.82, 3.00, 1.00, 0.60
2.87, 2.88, 3.00, 0.50, 0.59
2.88, 2.92, 3.00, 0.50, 0.58
2.89, 2.92, 3.00, 1.00, 0.58
2.89, 2.92, 3.00, 1.00, 0.57
2.90, 2.97, 3.00, 1.50, 0.58
2.90, 2.97, 3.00, 0.50, 0.58
2.91, 2.94, 3.00, 1.50, 0.59
2.91, 2.92, 3.00, 0.50, 0.61
2.91, 2.93, 3.00, 1.00, 0.62
2.92, 2.95, 3.00, 1.00, 0.63
2.92, 2.95, 3.00, 0.50, 0.65
2.92, 2.99, 3.00, 1.50, 0.66
2.92, 3.02, 3.00, 1.00, 0.68
2.92, 3.03, 3.00, 1.50, 0.70
2.92, 3.02, 3.00, 1.50, 0.72
2.92, 2.99, 3.00, 1.00, 0.75
2.92, 2.99, 3.00, 1.50, 0.78
2.91, 2.99, 3.00, 1.00, 0.81
2.91, 2.97, 3.00, 1.50, 0.84
2.91, 2.96, 3.00, 1.50, 0.87
2.91, 2.95, 3.00, 1.00, 0.90
2.90, 2.95, 3.00, 2.00, 0.93
2.90, 2.93, 3.00, 1.00, 0.96
2.89, 2.93, 3.00, 1.00, 0.99
2.89, 3.05, 3.00, 2.00, 1.02
2.89, 3.05, 3.00, 1.00, 1.05
2.88, 3.04, 3.00, 2.00, 1.08
2.88, 3.04, 3.00, 1.00, 1.11
2.88, 3.04, 3.00, 2.00, 1.14
2.87, 3.03, 3.00, 1.00, 1.17
2.87, 3.03, 3.00, 1.00, 1.20
2.87, 3.01, 3.00, 2.00, 1.22
2.87, 2.98, 3.00, 2.00, 1.25
2.86, 2.97, 3.00, 1.00, 1.27
2.86, 2.95, 3.00, 1.50, 1.30
2.86, 2.95, 3.00, 2.00, 1.32
2.86, 2.94, 3.00, 1.00, 1.34
2.85, 2.94, 3.00, 1.00, 1.36
2.85, 2.93, 3.00, 2.50, 1.38
2.85, 2.92, 3.00, 1.00, 1.39
2.85, 2.91, 3.00, 2.00, 1.41
2.85, 2.89, 3.00, 1.50, 1.43
2.85, 2.87, 3.00, 2.00, 1.45
2.85, 2.87, 3.00, 1.00, 1.46
2.85, 2.84, 3.00, 2.00, 1.48
2.85, 2.84, 3.00, 1.50, 1.49
2.85, 2.82, 3.00, 2.00, 1.51
2.85, 2.81, 3.00, 1.50, 1.52
2.85, 2.81, 3.00, 1.50, 1.54
2.85, 2.80, 3.00, 2.00, 1.55
2.85, 2.80, 3.00, 1.00, 1.56
2.85, 2.79, 3.00, 2.50, 1.58
2.85, 2.79, 3.00, 1.00, 1.59
2.85, 2.74, 3.00, 2.00, 1.60
2.85, 2.71, 3.00, 2.00, 1.61
2.85, 2.68, 3.00, 1.00, 1.62
2.85, 2.68, 3.00, 1.50, 1.62
2.86, 2.68, 3.00, 1.00, 1.63
2.86, 2.70, 3.00, 2.00, 1.63
2.87, 2.71, 3.00, 1.00, 1.62
2.87, 2.72, 3.00, 2.00, 1.62
2.88, 2.72, 3.00, 1.00, 1.62
2.88, 2.74, 3.00, 2.00, 1.61
2.89, 2.71, 3.00, 1.50, 1.61
2.89, 2.71, 3.00, 1.50, 1.61
2.90, 2.68, 3.00, 1.50, 1.60
2.90, 2.64, 3.00, 1.00, 1.60
2.91, 2.64, 3.00, 1.50, 1.59
2.91, 2.62, 3.00, 0.50, 1.58
2.92, 2.64, 3.00, 0.50, 1.56
2.94, 2.64, 3.00, 0.50, 1.54
2.95, 2.70, 3.00, 1.00, 1.51
2.96, 2.70, 3.00, 0.50, 1.47
2.98, 2.74, 3.00, 1.00, 1.44
2.99, 2.76, 3.00, 1.00, 1.40
3.01, 2.80, 3.00, 1.00, 1.37
3.02, 2.79, 3.00, 1.00, 1.33
3.04, 2.79, 3.00, 1.00, 1.30
3.05, 2.82, 3.00, 1.50, 1.27
3.06, 2.82, 3.00, 1.00, 1.24
3.08, 2.85, 3.00, 1.00, 1.22
3.09, 2.88, 3.00, 1.50, 1.20
3.10, 2.91, 3.00, 1.50, 1.18
3.11, 2.97, 3.00, 1.50, 1.17
3.12, 2.97, 3.00, 1.00, 1.16
3.12, 3.10, 3.00, 2.00, 1.15
3.13, 3.07, 3.00, 1.50, 1.15
3.13, 3.02, 3.00, 1.50, 1.16
3.13, 2.97, 3.00, 1.00, 1.16
3.14, 2.94, 3.00, 1.50, 1.17
3.14, 2.94, 3.00, 0.00, 1.17
3.15, 3.04, 3.00, 0.00, 1.17
3.16, 3.04, 3.00, 0.50, 1.16
3.17, 3.07, 3.00, 1.00, 1.14
3.18, 3.07, 3.00, 0.50, 1.12
3.19, 3.09, 3.00, 1.00, 1.10
3.20, 3.16, 3.00, 1.50, 1.08
3.21, 3.16, 3.00, 1.00, 1.07
3.22, 3.24, 3.00, 2.00, 1.06
3.23, 3.29, 3.00, 1.50, 1.05
3.23, 3.36, 3.00, 1.50, 1.06
3.23, 3.38, 3.00, 2.00, 1.06
3.23, 3.35, 3.00, 1.50, 1.08
3.23, 3.35, 3.00, 2.00, 1.09
3.23, 3.35, 3.00, 1.00, 1.11
3.23, 3.46, 3.00, 1.50, 1.14
3.23, 3.47, 3.00, 2.00, 1.16
3.23, 3.32, 3.00, 1.50, 1.18
3.23, 3.28, 3.00, 2.00, 1.21
3.22, 3.28, 3.00, 0.50, 1.23
3.22, 3.36, 3.00, 1.00, 1.25
3.22, 3.36, 3.00, 1.00, 1.26
3.23, 3.50, 3.00, 2.00, 1.28
3.23, 3.54, 3.00, 1.00, 1.29
3.23, 3.55, 3.00, 2.00, 1.30
3.23, 3.58, 3.00, 1.50, 1.32
3.23, 3.61, 3.00, 2.00, 1.33
3.23, 3.61, 3.00, 1.00, 1.35
3.23, 3.67, 3.00, 2.50, 1.37
3.23, 3.67, 3.00, 1.50, 1.39
3.22, 3.73, 3.00, 2.50, 1.41
3.22, 3.70, 3.00, 1.50, 1.43
3.22, 3.68, 3.00, 2.00, 1.46
3.21, 3.67, 3.00, 2.00, 1.49
3.21, 3.67, 3.00, 1.00, 1.51
3.21, 3.71, 3.00, 3.00, 1.54
3.20, 3.74, 3.00, 1.50, 1.56
3.20, 3.77, 3.00, 2.50, 1.59
3.19, 3.78, 3.00, 2.50, 1.62
3.19, 3.78, 3.00, 2.00, 1.66
3.18, 3.76, 3.00, 3.00, 1.69
3.17, 3.76, 3.00, 1.00, 1.73
3.16, 3.75, 3.00, 3.50, 1.77
3.16, 3.71, 3.00, 2.00, 1.80
3.15, 3.69, 3.00, 3.00, 1.84
3.14, 3.70, 3.00, 2.00, 1.88
3.13, 3.70, 3.00, 2.50, 1.93
3.12, 3.70, 3.00, 1.50, 1.96
3.11, 3.71, 3.00, 3.50, 2.00
3.10, 3.71, 3.00, 2.00, 2.03
3.10, 3.72, 3.00, 3.00, 2.07
3.09, 3.71, 3.00, 2.50, 2.11
3.08, 3.71, 3.00, 3.00, 2.15
3.07, 3.71, 3.00, 2.50, 2.18
3.06, 3.71, 3.00, 2.00, 2.22
3.05, 3.71, 3.00, 3.50, 2.26
3.04, 3.71, 3.00, 2.00, 2.29
3.03, 3.74, 3.00, 4.00, 2.33
3.02, 3.73, 3.00, 3.00, 2.37
3.01, 3.72, 3.00, 3.00, 2.41
3.00, 3.70, 3.00, 2.50, 2.45
2.99, 3.70, 3.00, 2.50, 2.49
2.98, 3.69, 3.00, 3.50, 2.52
2.97, 3.67, 3.00, 3.00, 2.56
2.96, 3.67, 3.00, 3.50, 2.60
2.95, 3.67, 3.00, 3.00, 2.64
2.94, 3.65, 3.00, 3.00, 2.67
2.93, 3.65, 3.00, 3.00, 2.71
2.92, 3.65, 3.00, 2.50, 2.74
2.91, 3.68, 3.00, 4.00, 2.77
2.90, 3.69, 3.00, 3.00, 2.81
2.90, 3.69, 3.00, 3.50, 2.84
2.89, 3.69, 3.00, 3.00, 2.87
2.88, 3.68, 3.00, 3.50, 2.91
2.87, 3.68, 3.00, 2.00, 2.94
2.86, 3.68, 3.00, 4.00, 2.96
2.85, 3.68, 3.00, 2.50, 2.98
2.85, 3.67, 3.00, 4.00, 3.00
2.84, 3.67, 3.00, 3.50, 3.03
2.83, 3.67, 3.00, 3.00, 3.05
2.82, 3.63, 3.00, 3.50, 3.08
2.82, 3.63, 3.00, 2.50, 3.10
2.81, 3.60, 3.00, 4.00, 3.12
2.81, 3.61, 3.00, 4.00, 3.14
2.80, 3.63, 3.00, 3.50, 3.16
2.79, 3.61, 3.00, 3.00, 3.19
2.78, 3.62, 3.00, 4.00, 3.21
2.77, 3.61, 3.00, 3.50, 3.24
2.77, 3.61, 3.00, 2.00, 3.26
2.76, 3.64, 3.00, 5.50, 3.27
2.75, 3.62, 3.00, 3.50, 3.30
2.74, 3.60, 3.00, 3.50, 3.33
2.74, 3.61, 3.00, 3.50, 3.35
2.73, 3.60, 3.00, 4.00, 3.38
2.72, 3.60, 3.00, 2.50, 3.40
2.71, 3.60, 3.00, 4.50, 3.42
2.70, 3.60, 3.00, 3.00, 3.44
2.70, 3.61, 3.00, 5.00, 3.46
2.69, 3.61, 3.00, 3.50, 3.48
2.68, 3.58, 3.00, 4.50, 3.51
2.67, 3.59, 3.00, 4.00, 3.54
2.66, 3.59, 3.00, 2.50, 3.56
2.65, 3.59, 3.00, 5.00, 3.59
2.64, 3.59, 3.00, 3.00, 3.61
2.63, 3.60, 3.00, 5.50, 3.63
2.62, 3.59, 3.00, 4.00, 3.66
2.61, 3.57, 3.00, 4.00, 3.70
2.60, 3.55, 3.00, 4.00, 3.73
2.59, 3.55, 3.00, 3.00, 3.75
2.58, 3.49, 3.00, 5.50, 3.78
2.57, 3.49, 3.00, 4.50, 3.81
2.56, 3.50, 3.00, 4.00, 3.84
2.54, 3.52, 3.00, 4.50, 3.87
2.53, 3.53, 3.00, 4.50, 3.91
2.52, 3.53, 3.00, 4.50, 3.94
2.51, 3.53, 3.00, 3.00, 3.97
2.50, 3.49, 3.00, 6.00, 4.00
2.48, 3.44, 3.00, 4.00, 4.03
2.47, 3.45, 3.00, 4.50, 4.07
2.46, 3.41, 3.00, 4.50, 4.10
2.45, 3.39, 3.00, 4.00, 4.13
2.43, 3.39, 3.00, 3.00, 4.15
2.43, 3.39, 3.00, 5.50, 4.17
2.42, 3.39, 3.00, 4.00, 4.19
2.41, 3.41, 3.00, 5.50, 4.21
2.40, 3.43, 3.00, 4.50, 4.24
2.38, 3.43, 3.00, 4.50, 4.26
2.37, 3.38, 3.00, 5.00, 4.29
2.36, 3.38, 3.00, 3.00, 4.31
2.35, 3.36, 3.00, 6.00, 4.33
2.34, 3.32, 3.00, 4.50, 4.35
2.33, 3.28, 3.00, 5.00, 4.38
2.32, 3.28, 3.00, 4.50, 4.41
2.31, 3.28, 3.00, 5.00, 4.43
2.30, 3.28, 3.00, 4.50, 4.46
2.29, 3.28, 3.00, 3.50, 4.48
2.28, 3.31, 3.00, 6.50, 4.50
2.26, 3.30, 3.00, 5.00, 4.52
2.25, 3.27, 3.00, 5.00, 4.55
2.24, 3.24, 3.00, 5.00, 4.58
2.22, 3.24, 3.00, 5.00, 4.61
2.21, 3.24, 3.00, 3.50, 4.63
2.20, 3.22, 3.00, 7.00, 4.66
2.19, 3.22, 3.00, 4.00, 4.68
2.17, 3.20, 3.00, 6.00, 4.71
2.16, 3.17, 3.00, 5.00, 4.74
2.15, 3.15, 3.00, 5.50, 4.78
2.13, 3.13, 3.00, 5.00, 4.81
2.12, 3.13, 3.00, 3.00, 4.83
2.11, 3.11, 3.00, 7.00, 4.85
2.10, 3.11, 3.00, 4.00, 4.88
2.08, 3.06, 3.00, 6.50, 4.90
2.07, 3.08, 3.00, 5.50, 4.92
2.05, 3.05, 3.00, 5.50, 4.96
2.04, 3.00, 3.00, 5.00, 4.99
2.03, 3.00, 3.00, 4.00, 5.01
2.01, 2.99, 3.00, 7.00, 5.03
2.00, 2.95, 3.00, 5.00, 5.06
1.99, 2.91, 3.00, 5.50, 5.09
1.97, 2.94, 3.00, 5.50, 5.11
1.96, 2.94, 3.00, 5.50, 5.14
1.94, 2.96, 3.00, 5.50, 5.17
1.93, 2.96, 3.00, 4.00, 5.19
1.92, 2.95, 3.00, 7.00, 5.21
1.91, 2.94, 3.00, 5.50, 5.23
1.89, 2.90, 3.00, 5.00, 5.26
1.88, 2.87, 3.00, 6.00, 5.28
1.87, 2.86, 3.00, 5.00, 5.30
1.86, 2.86, 3.00, 4.00, 5.32
1.85, 2.84, 3.00, 7.00, 5.33
1.84, 2.84, 3.00, 4.50, 5.34
1.82, 2.84, 3.00, 7.00, 5.35
1.81, 2.79, 3.00, 6.00, 5.37
1.80, 2.82, 3.00, 5.50, 5.40
1.78, 2.82, 3.00, 5.50, 5.42
1.77, 2.82, 3.00, 5.00, 5.44
1.76, 2.75, 3.00, 7.50, 5.46
1.74, 2.75, 3.00, 6.00, 5.49
1.73, 2.69, 3.00, 6.00, 5.52
1.71, 2.72, 3.00, 6.00, 5.55
1.69, 2.67, 3.00, 5.50, 5.58
1.68, 2.69, 3.00, 6.00, 5.61
1.66, 2.69, 3.00, 4.50, 5.64
1.65, 2.64, 3.00, 7.50, 5.66
1.64, 2.61, 3.00, 5.50, 5.68
1.62, 2.58, 3.00, 6.00, 5.70
1.61, 2.51, 3.00, 6.50, 5.73
1.59, 2.54, 3.00, 6.00, 5.75
1.58, 2.54, 3.00, 4.00, 5.77
1.56, 2.50, 3.00, 8.50, 5.79
1.55, 2.50, 3.00, 4.50, 5.81
1.53, 2.40, 3.00, 8.00, 5.83
1.52, 2.41, 3.00, 6.00, 5.86
1.50, 2.38, 3.00, 6.50, 5.89
1.48, 2.36, 3.00, 6.00, 5.92
1.47, 2.36, 3.00, 4.50, 5.95
1.45, 2.35, 3.00, 8.00, 5.97
1.44, 2.35, 3.00, 5.00, 5.99
1.42, 2.37, 3.00, 8.00, 6.01
1.41, 2.32, 3.00, 6.50, 6.04
1.39, 2.35, 3.00, 6.50, 6.07
1.37, 2.28, 3.00, 6.00, 6.10
1.36, 2.28, 3.00, 4.50, 6.12
1.34, 2.23, 3.00, 8.00, 6.14
1.33, 2.22, 3.00, 6.50, 6.16
1.31, 2.20, 3.00, 6.50, 6.19
1.29, 2.17, 3.00, 6.00, 6.21
1.28, 2.10, 3.00, 6.50, 6.23
1.26, 2.11, 3.00, 6.50, 6.25
1.25, 2.11, 3.00, 5.00, 6.26
1.24, 2.06, 3.00, 8.00, 6.27
1.22, 2.06, 3.00, 6.50, 6.29
1.21, 2.02, 3.00, 6.50, 6.31
1.19, 2.00, 3.00, 6.50, 6.33
1.18, 1.99, 3.00, 6.50, 6.35
1.17, 1.99, 3.00, 4.50, 6.36
1.16, 1.97, 3.00, 8.50, 6.37
1.14, 1.97, 3.00, 4.50, 6.37
1.13, 1.90, 3.00, 8.00, 6.38
1.12, 1.88, 3.00, 7.00, 6.39
1.11, 1.85, 3.00, 6.00, 6.40
1.09, 1.84, 3.00, 6.50, 6.42
1.08, 1.84, 3.00, 5.00, 6.42
1.07, 1.80, 3.00, 8.50, 6.43
1.06, 1.87, 3.00, 6.50, 6.44
1.04, 1.82, 3.00, 6.00, 6.45
1.03, 1.78, 3.00, 7.00, 6.46
1.02, 1.72, 3.00, 6.00, 6.47
1.01, 1.75, 3.00, 6.00, 6.48
1.00, 1.75, 3.00, 5.00, 6.48
0.99, 1.75, 3.00, 8.00, 6.47
0.98, 1.77, 3.00, 7.00, 6.47
0.97, 1.75, 3.00, 6.00, 6.48
0.96, 1.71, 3.00, 6.00, 6.48
0.95, 1.70, 3.00, 7.00, 6.48
0.94, 1.70, 3.00, 4.50, 6.47
0.93, 1.67, 3.00, 8.00, 6.47
0.92, 1.67, 3.00, 4.50, 6.46
0.92, 1.59, 3.00, 8.50, 6.45
0.91, 1.66, 3.00, 6.50, 6.45
0.90, 1.60, 3.00, 6.50, 6.45
0.89, 1.63, 3.00, 6.00, 6.45
0.88, 1.63, 3.00, 5.00, 6.45
0.87, 1.52, 3.00, 8.00, 6.44
0.86, 1.52, 3.00, 5.00, 6.44
0.86, 1.45, 3.00, 8.00, 6.43
0.84, 1.50, 3.00, 7.00, 6.43
0.83, 1.51, 3.00, 6.00, 6.44
0.82, 1.52, 3.00, 6.50, 6.45
0.81, 1.52, 3.00, 4.50, 6.45
0.80, 1.48, 3.00, 8.50, 6.44
0.79, 1.50, 3.00, 6.50, 6.44
0.78, 1.52, 3.00, 7.00, 6.45
0.77, 1.49, 3.00, 6.00, 6.46
0.76, 1.46, 3.00, 7.00, 6.46
0.75, 1.44, 3.00, 6.50, 6.47
0.74, 1.44, 3.00, 4.50, 6.48
0.73, 1.39, 3.00, 8.50, 6.47
0.72, 1.34, 3.00, 6.50, 6.48
0.70, 1.33, 3.00, 7.00, 6.49
0.69, 1.32, 3.00, 6.00, 6.50
0.68, 1.33, 3.00, 7.00, 6.50
0.67, 1.33, 3.00, 5.00, 6.51
0.66, 1.30, 3.00, 8.50, 6.51
0.65, 1.30, 3.00, 4.50, 6.52
0.63, 1.22, 3.00, 9.00, 6.52
0.62, 1.22, 3.00, 6.00, 6.53
0.61, 1.17, 3.00, 6.50, 6.54
0.60, 1.19, 3.00, 7.00, 6.55
0.58, 1.19, 3.00, 4.50, 6.56
0.57, 1.15, 3.00, 9.00, 6.56
0.56, 1.17, 3.00, 7.00, 6.57
